k,gamma,rho,seed,no_at_k
100,0.8,12,1,0.387465
30,0.8,12,3,0.43717333333333336
100,0.8,12,3,0.388736
30,0.8,12,4,0.43715333333333334
100,0.8,12,4,0.387325
30,1.0,12,0,0.4225566666666667
100,1.0,12,0,0.367577
30,1.0,12,1,0.42124666666666666
100,1.0,12,1,0.36376
30,1.0,12,2,0.4212666666666667
100,1.0,12,2,0.371068
30,1.0,12,3,0.42315
100,1.0,12,3,0.366953
30,1.0,12,4,0.42147
100,1.0,12,4,0.369219
30,1.2,12,0,0.41027
100,1.2,12,0,0.353167
30,1.2,12,1,0.4092
100,1.2,12,1,0.347798
30,1.2,12,3,0.4092166666666667
100,1.2,12,3,0.347832
30,1.2,12,2,0.41095
100,1.2,12,2,0.349181
30,1.2,12,4,0.40896666666666665
100,1.2,12,4,0.349987
30,0.8,18,0,0.44845666666666667
100,0.8,18,0,0.402687
30,0.8,18,1,0.44798333333333334
100,0.8,18,1,0.403329
30,0.8,18,2,0.4475133333333333
100,0.8,18,2,0.403561
30,0.8,18,3,0.44845666666666667
100,0.8,18,3,0.403173
30,0.8,18,4,0.44671666666666665
100,0.8,18,4,0.404671
30,1.0,18,0,0.43401
100,1.0,18,0,0.384916
30,1.0,18,2,0.4336
100,1.0,18,2,0.384565
30,1.0,18,1,0.43450666666666665
100,1.0,18,1,0.384212
30,1.0,18,3,0.43362333333333336
100,1.0,18,3,0.386502
30,1.0,18,4,0.43390666666666666
100,1.0,18,4,0.385908
30,1.2,18,0,0.42099
100,1.2,18,0,0.36468
30,1.2,18,1,0.42027
100,1.2,18,1,0.36181
30,1.2,18,3,0.4216
100,1.2,18,3,0.36487
30,1.2,18,2,0.4202666666666667
100,1.2,18,2,0.365333
30,1.2,18,4,0.421
100,1.2,18,4,0.363257
30,0.8,25,1,0.45298333333333335
100,0.8,25,1,0.415633
30,0.8,25,0,0.4531366666666667
100,0.8,25,0,0.415115
30,0.8,25,2,0.45353
100,0.8,25,2,0.415274
30,0.8,25,3,0.4522466666666667
100,0.8,25,3,0.414928
30,0.8,25,4,0.45204333333333335
100,0.8,25,4,0.415613
30,1.0,25,0,0.44083666666666665
100,1.0,25,0,0.394434
30,1.0,25,1,0.4412466666666667
100,1.0,25,1,0.395352
30,1.0,25,2,0.44089333333333336
100,1.0,25,2,0.394572
30,1.0,25,3,0.4401366666666667
100,1.0,25,3,0.394735
30,1.0,25,4,0.44039
100,1.0,25,4,0.394722
30,1.2,25,0,0.42847
100,1.2,25,0,0.375792
30,1.2,25,1,0.42852666666666667
100,1.2,25,1,0.376348
30,1.2,25,2,0.42714
100,1.2,25,2,0.377064
30,1.2,25,3,0.4279866666666667
100,1.2,25,3,0.373417
30,1.2,25,4,0.42788333333333334
100,1.2,25,4,0.374206
30,0.8,35,0,0.45731
100,0.8,35,0,0.423344
30,0.8,35,1,0.45452333333333333
100,0.8,35,1,0.423266
30,0.8,35,2,0.45715666666666666
100,0.8,35,2,0.42538
30,0.8,35,3,0.45616666666666666
100,0.8,35,3,0.423297
30,0.8,35,4,0.45579333333333333
100,0.8,35,4,0.423291
30,1.0,35,0,0.44566
100,1.0,35,0,0.403846
30,1.0,35,1,0.44566333333333336
100,1.0,35,1,0.405774
30,1.0,35,2,0.4450366666666667
100,1.0,35,2,0.404284
30,1.0,35,4,0.44580333333333333
100,1.0,35,4,0.406386
30,1.0,35,3,0.4451333333333333
100,1.0,35,3,0.40425
30,1.2,35,0,0.43642
100,1.2,35,0,0.387361
30,1.2,35,1,0.43515
100,1.2,35,1,0.385843
30,1.2,35,2,0.43423333333333336
100,1.2,35,2,0.38681
30,1.2,35,3,0.43563666666666667
100,1.2,35,3,0.38506
30,0.8,50,0,0.45292
100,0.8,50,0,0.427862
30,0.8,50,1,0.4532
100,0.8,50,1,0.428153
30,0.8,50,2,0.45410666666666666
100,0.8,50,2,0.428275
30,1.2,35,4,0.4357066666666667
100,1.2,35,4,0.384513
30,0.8,50,3,0.45413333333333333
100,0.8,50,3,0.427903
30,0.8,50,4,0.45488
100,0.8,50,4,0.428812
30,1.0,50,0,0.44815
100,1.0,50,0,0.414478
30,1.0,50,1,0.4485733333333333
100,1.0,50,1,0.41506
30,1.0,50,2,0.44824
100,1.0,50,2,0.415662
30,1.0,50,3,0.4494033333333333
100,1.0,50,3,0.414337
30,1.0,50,4,0.44896
100,1.0,50,4,0.41385
30,0.8,70,1,0.44894333333333336
100,0.8,70,1,0.435856
30,0.8,70,0,0.45037333333333335
100,0.8,70,0,0.436335
30,1.2,50,0,0.44002
100,1.2,50,0,0.396048
30,1.2,50,1,0.4400366666666667
100,1.2,50,1,0.394102
30,1.2,50,2,0.4391466666666667
100,1.2,50,2,0.395325
30,1.2,50,3,0.43949666666666665
100,1.2,50,3,0.396756
30,1.2,50,4,0.4393566666666667
100,1.2,50,4,0.395024
30,0.8,70,2,0.44955333333333336
100,0.8,70,2,0.435199
30,0.8,70,3,0.44823666666666667
100,0.8,70,3,0.436019
30,0.8,70,4,0.45002333333333333
100,0.8,70,4,0.436247
30,1.0,70,1,0.4486233333333333
100,1.0,70,1,0.417704
30,1.0,70,2,0.44867
100,1.0,70,2,0.418664
30,1.0,70,0,0.44949
100,1.0,70,0,0.42003
30,1.0,70,3,0.44956
100,1.0,70,3,0.41969
30,1.0,70,4,0.44868
100,1.0,70,4,0.418781
30,1.2,70,0,0.44272666666666666
100,1.2,70,0,0.40311
30,1.2,70,1,0.44088
100,1.2,70,1,0.405654
30,0.8,95,0,0.43678666666666666
100,0.8,95,0,0.438809
30,0.8,95,1,0.43776333333333334
100,0.8,95,1,0.439458
30,0.8,95,2,0.4387666666666667
100,0.8,95,2,0.438343
30,1.2,70,3,0.44204666666666664
100,1.2,70,3,0.405793
30,1.2,70,2,0.44219
100,1.2,70,2,0.404974
30,0.8,95,3,0.43959333333333334
100,0.8,95,3,0.439319
30,0.8,95,4,0.44033666666666665
100,0.8,95,4,0.439117
30,1.2,70,4,0.44449666666666665
100,1.2,70,4,0.405952
30,1.0,95,0,0.45028666666666667
100,1.0,95,0,0.42226
30,1.0,95,1,0.44620666666666664
100,1.0,95,1,0.421766
30,1.0,95,2,0.44770666666666664
100,1.0,95,2,0.423116
30,1.0,95,4,0.44922666666666666
100,1.0,95,4,0.422958
30,1.0,95,3,0.44894
100,1.0,95,3,0.422214
30,0.8,125,0,0.42949
100,0.8,125,0,0.440067
30,1.2,95,0,0.44501666666666667
100,1.2,95,0,0.410827
30,0.8,125,1,0.42852
100,0.8,125,1,0.437285
30,1.2,95,3,0.4456133333333333
100,1.2,95,3,0.409186
30,1.2,95,2,0.44360666666666665
100,1.2,95,2,0.40957
30,1.2,95,1,0.4471366666666667
100,1.2,95,1,0.409612
30,1.2,95,4,0.44256
100,1.2,95,4,0.408411
30,0.8,125,2,0.42858
100,0.8,125,2,0.437932
30,0.8,125,3,0.4282066666666667
100,0.8,125,3,0.439257
30,0.8,125,4,0.4318
100,0.8,125,4,0.439827
30,1.0,125,0,0.44727
100,1.0,125,0,0.425405
30,1.0,125,1,0.4460633333333333
100,1.0,125,1,0.42856
30,1.0,125,2,0.4462833333333333
100,1.0,125,2,0.425908
30,1.0,125,4,0.4468433333333333
100,1.0,125,4,0.425412
30,1.0,125,3,0.4457833333333333
100,1.0,125,3,0.424595
30,1.2,125,0,0.44528666666666666
100,1.2,125,0,0.41334
30,1.2,125,1,0.4454266666666667
100,1.2,125,1,0.413334
30,1.2,125,2,0.4456133333333333
100,1.2,125,2,0.413907
30,1.2,125,4,0.44448666666666664
100,1.2,125,4,0.413878
30,0.8,160,1,0.4083733333333333
100,0.8,160,1,0.438248
30,1.2,125,3,0.44616333333333336
100,1.2,125,3,0.413518
30,0.8,160,0,0.40919666666666665
100,0.8,160,0,0.435461
30,0.8,160,4,0.40684333333333333
100,0.8,160,4,0.435391
30,0.8,160,2,0.40931
100,0.8,160,2,0.439246
30,0.8,160,3,0.41213666666666665
100,0.8,160,3,0.438062
30,1.0,160,0,0.43714333333333333
100,1.0,160,0,0.424371
30,1.0,160,1,0.4403666666666667
100,1.0,160,1,0.426486
30,1.0,160,3,0.4395833333333333
100,1.0,160,3,0.427061
30,1.0,160,2,0.43869
100,1.0,160,2,0.42624
30,1.0,160,4,0.43906333333333336
100,1.0,160,4,0.426559
30,0.8,200,1,0.3937866666666667
100,0.8,200,1,0.436222
30,0.8,200,0,0.39404666666666666
100,0.8,200,0,0.433754
30,0.8,200,2,0.39181666666666665
100,0.8,200,2,0.434763
30,0.8,200,3,0.3906233333333333
100,0.8,200,3,0.433556
30,1.2,160,0,0.44417666666666666
100,1.2,160,0,0.414537
30,1.2,160,1,0.44421
100,1.2,160,1,0.415352
30,0.8,200,4,0.39463
100,0.8,200,4,0.435316
30,1.2,160,3,0.4451233333333333
100,1.2,160,3,0.415145
30,1.2,160,4,0.44369
100,1.2,160,4,0.415397
30,1.2,160,2,0.4446466666666667
100,1.2,160,2,0.415252
30,1.0,200,0,0.43512666666666666
100,1.0,200,0,0.427655
30,1.0,200,1,0.4370233333333333
100,1.0,200,1,0.428602
30,1.0,200,2,0.43567666666666666
100,1.0,200,2,0.426974
30,1.0,200,3,0.43496666666666667
100,1.0,200,3,0.429229
30,1.0,200,4,0.43681
100,1.0,200,4,0.430208
30,1.2,200,0,0.4450633333333333
100,1.2,200,0,0.417394
30,1.2,200,1,0.44455
100,1.2,200,1,0.418157
30,1.2,200,3,0.44505333333333336
100,1.2,200,3,0.418066
30,1.2,200,2,0.4446333333333333
100,1.2,200,2,0.417468
30,1.2,200,4,0.4438666666666667
100,1.2,200,4,0.416333
