k,gamma,rho,seed,no_at_k
100,1.2,35,3,0.6116180555555556
30,0.8,50,0,0.8078935185185185
100,0.8,50,0,0.6723472222222222
30,1.2,35,4,0.7856712962962963
100,1.2,35,4,0.6140763888888889
30,0.8,50,1,0.8114351851851852
100,0.8,50,1,0.6638472222222223
30,0.8,50,3,0.8067592592592593
100,0.8,50,3,0.6529791666666667
30,0.8,50,2,0.8099305555555556
100,0.8,50,2,0.6622708333333334
30,1.0,50,0,0.8122453703703704
100,1.0,50,0,0.6385416666666667
30,0.8,50,4,0.8076851851851852
100,0.8,50,4,0.6606666666666666
30,1.0,50,1,0.8125
100,1.0,50,1,0.6433611111111112
30,1.0,50,2,0.8100462962962963
100,1.0,50,2,0.6391388888888889
30,1.0,50,3,0.8109490740740741
100,1.0,50,3,0.6529097222222222
30,1.0,50,4,0.8143518518518519
100,1.0,50,4,0.6462013888888889
30,1.2,50,0,0.7998611111111111
100,1.2,50,0,0.6134305555555556
30,1.2,50,1,0.7967824074074074
100,1.2,50,1,0.617375
30,1.2,50,2,0.8002083333333333
100,1.2,50,2,0.6205277777777778
30,1.2,50,3,0.8036111111111112
100,1.2,50,3,0.6192777777777778
30,1.2,50,4,0.7986342592592592
100,1.2,50,4,0.6254513888888888
30,0.8,70,0,0.7955324074074074
100,0.8,70,0,0.6759027777777777
30,0.8,70,1,0.7919212962962963
100,0.8,70,1,0.6717222222222222
30,0.8,70,2,0.7936805555555555
100,0.8,70,2,0.6655555555555556
30,0.8,70,3,0.7927314814814815
100,0.8,70,3,0.6703680555555556
30,0.8,70,4,0.7947916666666667
100,0.8,70,4,0.6667291666666667
30,1.0,70,1,0.7986574074074074
100,1.0,70,1,0.6524027777777778
30,1.0,70,0,0.8012731481481481
100,1.0,70,0,0.6509791666666667
30,1.0,70,2,0.8021990740740741
100,1.0,70,2,0.6575902777777778
30,1.2,70,0,0.7963888888888889
100,1.2,70,0,0.6282638888888888
30,1.2,70,1,0.798587962962963
100,1.2,70,1,0.6265694444444444
30,1.0,70,4,0.7969907407407407
100,1.0,70,4,0.6564583333333334
30,1.0,70,3,0.80125
100,1.0,70,3,0.6557430555555556
30,1.2,70,2,0.7945138888888889
100,1.2,70,2,0.6320763888888888
30,1.2,70,3,0.7959722222222222
100,1.2,70,3,0.6304166666666666
30,1.2,70,4,0.7890046296296296
100,1.2,70,4,0.6290347222222222
30,0.8,95,1,0.7849768518518518
100,0.8,95,1,0.6977638888888889
30,0.8,95,2,0.7852083333333333
100,0.8,95,2,0.6957222222222222
30,0.8,95,0,0.7854861111111111
100,0.8,95,0,0.6942430555555555
30,0.8,95,4,0.7878703703703703
100,0.8,95,4,0.6886875
30,0.8,95,3,0.7874537037037037
100,0.8,95,3,0.6962152777777778
30,1.0,95,1,0.7913194444444445
100,1.0,95,1,0.6743263888888889
30,1.0,95,0,0.7829166666666667
100,1.0,95,0,0.6696527777777778
30,1.0,95,2,0.7862731481481482
100,1.0,95,2,0.6697986111111112
30,1.0,95,3,0.7859027777777777
100,1.0,95,3,0.6755277777777777
30,1.0,95,4,0.7850462962962963
100,1.0,95,4,0.6695833333333333
30,1.2,95,0,0.7930787037037037
100,1.2,95,0,0.6548263888888889
30,1.2,95,1,0.7931481481481482
100,1.2,95,1,0.6532986111111111
30,1.2,95,2,0.7923611111111111
100,1.2,95,2,0.6413541666666667
30,1.2,95,3,0.7951157407407408
100,1.2,95,3,0.6470902777777777
30,1.2,95,4,0.793912037037037
100,1.2,95,4,0.6410763888888888
30,0.8,125,0,0.7607407407407407
100,0.8,125,0,0.7013472222222222
30,0.8,125,1,0.7637037037037037
100,0.8,125,1,0.6826388888888889
30,0.8,125,2,0.7714351851851852
100,0.8,125,2,0.7012361111111111
30,0.8,125,3,0.7555092592592593
100,0.8,125,3,0.6882638888888889
30,0.8,125,4,0.7699768518518518
100,0.8,125,4,0.7001736111111111
30,1.0,125,0,0.7820833333333334
100,1.0,125,0,0.6898541666666667
30,1.0,125,1,0.7837268518518519
100,1.0,125,1,0.6904027777777778
30,1.0,125,2,0.7868518518518518
100,1.0,125,2,0.6966805555555555
30,1.0,125,3,0.7912962962962963
100,1.0,125,3,0.6864444444444444
30,1.0,125,4,0.7796064814814815
100,1.0,125,4,0.679125
30,1.2,125,0,0.7837731481481481
100,1.2,125,0,0.6740625
30,1.2,125,1,0.7898379629629629
100,1.2,125,1,0.671875
30,1.2,125,2,0.7823611111111111
100,1.2,125,2,0.6749861111111111
30,1.2,125,3,0.7869675925925926
100,1.2,125,3,0.6675416666666667
30,1.2,125,4,0.7809953703703704
100,1.2,125,4,0.6805416666666667
30,0.8,160,1,0.7505324074074075
100,0.8,160,1,0.7046458333333333
30,0.8,160,0,0.7536342592592593
100,0.8,160,0,0.699875
30,0.8,160,3,0.7507870370370371
100,0.8,160,3,0.7085277777777778
30,0.8,160,2,0.7319907407407408
100,0.8,160,2,0.68875
30,0.8,160,4,0.749375
100,0.8,160,4,0.7063055555555555
30,1.0,160,0,0.7831481481481481
100,1.0,160,0,0.6880763888888889
30,1.0,160,1,0.777337962962963
100,1.0,160,1,0.6857638888888888
30,1.0,160,2,0.7793287037037037
100,1.0,160,2,0.6869444444444445
30,1.0,160,4,0.77
100,1.0,160,4,0.6854444444444444
30,1.0,160,3,0.7651388888888889
100,1.0,160,3,0.6786458333333333
30,1.2,160,0,0.785787037037037
100,1.2,160,0,0.6753888888888889
30,1.2,160,1,0.779375
100,1.2,160,1,0.6691388888888888
30,1.2,160,3,0.7898842592592593
100,1.2,160,3,0.6857847222222222
30,1.2,160,2,0.7853935185185185
100,1.2,160,2,0.6794513888888889
30,1.2,160,4,0.790162037037037
100,1.2,160,4,0.6689583333333333
30,0.8,200,0,0.7306481481481482
100,0.8,200,0,0.7024236111111111
30,0.8,200,1,0.7283796296296297
100,0.8,200,1,0.7073472222222222
30,0.8,200,2,0.7400462962962963
100,0.8,200,2,0.7073680555555556
30,0.8,200,3,0.7385879629629629
100,0.8,200,3,0.7125972222222222
30,0.8,200,4,0.7417824074074074
100,0.8,200,4,0.7028680555555555
30,1.0,200,0,0.7686111111111111
100,1.0,200,0,0.7007430555555556
30,1.0,200,1,0.7793055555555556
100,1.0,200,1,0.7105763888888889
30,1.0,200,3,0.7717361111111111
100,1.0,200,3,0.7036388888888889
30,1.0,200,2,0.7623611111111112
100,1.0,200,2,0.6876597222222223
30,1.0,200,4,0.7740046296296297
100,1.0,200,4,0.7036944444444444
30,1.2,200,0,0.7763657407407407
100,1.2,200,0,0.6792638888888889
30,1.2,200,1,0.7759259259259259
100,1.2,200,1,0.6671944444444444
30,1.2,200,3,0.7858333333333334
100,1.2,200,3,0.6738888888888889
30,1.2,200,2,0.7880555555555555
100,1.2,200,2,0.6711875
30,1.2,200,4,0.787962962962963
100,1.2,200,4,0.6926388888888889
