k,gamma,rho,seed,no_at_k
100,1.0,95,3,0.87926375
30,1.0,95,4,0.8723958333333334
100,1.0,95,4,0.87963
30,1.2,95,0,0.8700625
100,1.2,95,0,0.8740075
30,1.2,95,1,0.8680125
100,1.2,95,1,0.87185625
30,1.2,95,4,0.8682958333333334
100,1.2,95,4,0.8719125
30,1.2,95,2,0.8691375
100,1.2,95,2,0.87150875
30,1.2,95,3,0.8691291666666666
100,1.2,95,3,0.8719025
30,0.8,125,0,0.8850625
100,0.8,125,0,0.89414875
30,0.8,125,1,0.8848791666666667
100,0.8,125,1,0.89394375
30,0.8,125,2,0.8861583333333334
100,0.8,125,2,0.89567
30,0.8,125,3,0.8834875
100,0.8,125,3,0.89197875
30,0.8,125,4,0.886175
100,0.8,125,4,0.89548
30,1.0,125,0,0.8816583333333333
100,1.0,125,0,0.8896475
30,1.0,125,1,0.8817208333333333
100,1.0,125,1,0.88985125
30,1.0,125,3,0.8818083333333333
100,1.0,125,3,0.88969125
30,1.0,125,2,0.8815041666666666
100,1.0,125,2,0.88929375
30,1.0,125,4,0.8817458333333333
100,1.0,125,4,0.88927875
30,1.2,125,0,0.879675
100,1.2,125,0,0.88868125
30,1.2,125,1,0.8763666666666666
100,1.2,125,1,0.8846025
30,1.2,125,2,0.8762375
100,1.2,125,2,0.884495
30,1.2,125,3,0.8794416666666667
100,1.2,125,3,0.88786375
30,1.2,125,4,0.8792333333333333
100,1.2,125,4,0.8878075
30,0.8,160,0,0.8905041666666667
100,0.8,160,0,0.89981625
30,0.8,160,2,0.8909291666666667
100,0.8,160,2,0.89963875
30,0.8,160,1,0.8905916666666667
100,0.8,160,1,0.8997275
30,0.8,160,3,0.8906583333333333
100,0.8,160,3,0.8995775
30,0.8,160,4,0.89045
100,0.8,160,4,0.8996875
30,1.0,160,0,0.8900333333333333
100,1.0,160,0,0.89799625
30,1.0,160,1,0.8900166666666667
100,1.0,160,1,0.89786
30,1.0,160,2,0.8898291666666667
100,1.0,160,2,0.89805
30,1.0,160,4,0.8899583333333333
100,1.0,160,4,0.89802875
30,1.0,160,3,0.8899708333333334
100,1.0,160,3,0.897945
30,1.2,160,0,0.882175
100,1.2,160,0,0.89075625
30,1.2,160,1,0.8821208333333334
100,1.2,160,1,0.89083625
30,1.2,160,2,0.8811375
100,1.2,160,2,0.89006
30,1.2,160,3,0.8819
100,1.2,160,3,0.8903975
30,1.2,160,4,0.8819583333333333
100,1.2,160,4,0.8908625
30,0.8,200,0,0.89055
100,0.8,200,0,0.9002275
30,0.8,200,1,0.8903958333333334
100,0.8,200,1,0.900125
30,0.8,200,2,0.8905
100,0.8,200,2,0.90019875
30,0.8,200,3,0.8906416666666667
100,0.8,200,3,0.90012
30,0.8,200,4,0.890425
100,0.8,200,4,0.9001625
30,1.0,200,1,0.8909708333333334
100,1.0,200,1,0.9000675
30,1.0,200,0,0.8908083333333333
100,1.0,200,0,0.9000275
30,1.0,200,3,0.8907291666666667
100,1.0,200,3,0.8999325
30,1.0,200,2,0.8907708333333333
100,1.0,200,2,0.90007625
30,1.0,200,4,0.8906458333333334
100,1.0,200,4,0.89999
30,1.2,200,1,0.89035
100,1.2,200,1,0.89893625
30,1.2,200,0,0.8904416666666667
100,1.2,200,0,0.89887875
30,1.2,200,2,0.8905291666666667
100,1.2,200,2,0.89888
30,1.2,200,3,0.8905625
100,1.2,200,3,0.89881375
30,1.2,200,4,0.8905
100,1.2,200,4,0.89890625
