k,gamma,rho,seed,no_at_k
30,1.0,50,3,0.20200909780136467
100,1.0,50,3,0.31250189537528433
30,1.2,50,1,0.19902704068738944
100,1.2,50,1,0.287778620166793
30,1.2,50,2,0.19940611574425068
100,1.2,50,2,0.2892873388931008
30,1.2,50,3,0.1983826130907253
100,1.2,50,3,0.2896133434420015
30,0.8,70,0,0.17524639878695983
100,0.8,70,0,0.3247573919636088
30,0.8,70,2,0.17528430629264594
100,0.8,70,2,0.32504927975739195
30,0.8,70,1,0.17673742734394743
100,0.8,70,1,0.3262433661865049
30,1.2,50,4,0.1995577457669952
100,1.2,50,4,0.28938210765731615
30,0.8,70,4,0.1762699014404852
100,0.8,70,4,0.32558377558756635
30,1.0,70,0,0.1938337124083902
100,1.0,70,0,0.321027293404094
30,0.8,70,3,0.17572656052565075
100,0.8,70,3,0.3253942380591357
30,1.0,70,1,0.19417487995956534
100,1.0,70,1,0.32168309325246397
30,1.0,70,2,0.1950214809198888
100,1.0,70,2,0.32142911296436694
30,1.0,70,3,0.19432650998230983
100,1.0,70,3,0.31969294920394237
30,1.2,70,0,0.2047005307050796
100,1.2,70,0,0.30499241849886277
30,1.2,70,2,0.20459944402324995
100,1.2,70,2,0.30295299469294923
30,1.0,70,4,0.1932903714935557
100,1.0,70,4,0.3208794541319181
30,1.2,70,1,0.2029315137730604
100,1.2,70,1,0.301565579984837
30,0.8,95,0,0.1689032095021481
100,0.8,95,0,0.32452994692949205
30,1.2,70,3,0.20344958301743746
100,1.2,70,3,0.30262699014404854
30,1.2,70,4,0.20289360626737427
100,1.2,70,4,0.30315769522365427
30,0.8,95,1,0.16578215820065706
100,0.8,95,1,0.32403714935557243
30,0.8,95,2,0.16858731362143037
100,0.8,95,2,0.32424184988627747
30,0.8,95,3,0.16704574172352793
100,0.8,95,3,0.3245489006823351
30,1.0,95,0,0.18377558756633813
100,1.0,95,0,0.32347611827141776
30,1.0,95,2,0.18287844326509983
100,1.0,95,2,0.32339272175890826
30,1.0,95,1,0.1843189284811726
100,1.0,95,1,0.3243972706595906
30,0.8,95,4,0.16561789234268384
100,0.8,95,4,0.3242683851402578
30,1.0,95,3,0.18375031589588073
100,1.0,95,3,0.3243669446550417
30,1.2,95,0,0.19874905231235784
100,1.2,95,0,0.31318802122820316
30,1.0,95,4,0.1847864543846348
100,1.0,95,4,0.3239423805913571
30,1.2,95,1,0.19962092494313874
100,1.2,95,1,0.3129757391963609
30,1.2,95,2,0.20154157189790245
100,1.2,95,2,0.31401819560272937
30,1.2,95,3,0.2012888551933283
100,1.2,95,3,0.31425701288855196
30,1.2,95,4,0.19933030073287844
100,1.2,95,4,0.3147573919636088
30,0.8,125,3,0.16000758150113722
100,0.8,125,3,0.3212168309325246
30,0.8,125,0,0.16111953500126358
100,0.8,125,0,0.3213722517058378
30,1.0,125,0,0.17501895375284307
100,1.0,125,0,0.32360121304018197
30,0.8,125,2,0.1601339398534243
100,0.8,125,2,0.32164518574677786
30,1.0,125,1,0.17614354308819813
100,1.0,125,1,0.3243707354056103
30,0.8,125,1,0.16007076067728077
100,0.8,125,1,0.3222858225928734
30,0.8,125,4,0.16094263330806166
100,0.8,125,4,0.3212926459438969
30,1.0,125,2,0.17529694212787464
100,1.0,125,2,0.32390447308567094
30,1.0,125,3,0.17541066464493302
100,1.0,125,3,0.3242115238817286
30,1.2,125,0,0.1920773313115997
100,1.2,125,0,0.3206633813495072
30,1.0,125,4,0.17530957796310337
100,1.0,125,4,0.3246322971948446
30,1.2,125,2,0.19289866060146577
100,1.2,125,2,0.3196702047005307
30,1.2,125,4,0.19379580490270407
100,1.2,125,4,0.32067475360121306
30,1.2,125,1,0.19433914581753853
100,1.2,125,1,0.32103487490523125
30,1.2,125,3,0.1925069497093758
100,1.2,125,3,0.31943896891584533
30,0.8,160,0,0.15459944402324993
100,0.8,160,0,0.31810462471569373
30,0.8,160,1,0.15408137477887288
100,0.8,160,1,0.31814253222137984
30,0.8,160,2,0.1550164265857973
100,0.8,160,2,0.3192456406368461
30,0.8,160,3,0.15524387161991407
100,0.8,160,3,0.3188931008339651
30,0.8,160,4,0.154510993176649
100,0.8,160,4,0.31863153904473085
30,1.0,160,3,0.16827141774071266
100,1.0,160,3,0.32334723275208493
30,1.0,160,2,0.1675764468031337
100,1.0,160,2,0.32398786959818043
30,1.0,160,0,0.1664265857973212
100,1.0,160,0,0.32305534495830174
30,1.0,160,1,0.16734900176901693
100,1.0,160,1,0.32339272175890826
30,1.2,160,1,0.18414202678797068
100,1.2,160,1,0.3235633055344958
30,1.0,160,4,0.1666793025018954
100,1.0,160,4,0.3234382107657316
30,1.2,160,0,0.18521607278241092
100,1.2,160,0,0.32326762699014405
30,1.2,160,2,0.18440737932777357
100,1.2,160,2,0.3236959818043973
30,1.2,160,3,0.18319433914581754
100,1.2,160,3,0.3231918119787718
30,0.8,200,0,0.15006317917614354
100,0.8,200,0,0.3178089461713419
30,1.2,160,4,0.18362395754359362
100,1.2,160,4,0.32218347232752087
30,0.8,200,2,0.15096032347738186
100,0.8,200,2,0.31757771038665655
30,0.8,200,1,0.1495703816022239
100,0.8,200,1,0.31704321455648216
30,0.8,200,4,0.15035380338640383
100,0.8,200,4,0.3173616376042456
30,0.8,200,3,0.14945665908516553
100,0.8,200,3,0.31664518574677786
30,1.0,200,0,0.16113217083649228
100,1.0,200,0,0.3208453373768006
30,1.0,200,1,0.16229466767753348
100,1.0,200,1,0.32131918119787717
30,1.0,200,2,0.1618903209502148
100,1.0,200,2,0.32158453373768003
30,1.0,200,3,0.16090472580237553
100,1.0,200,3,0.3198445792266869
30,1.0,200,4,0.1615617892342684
100,1.0,200,4,0.3220166793025019
30,1.2,200,1,0.17754612079858478
100,1.2,200,1,0.3245413191811979
30,1.2,200,3,0.1771165024008087
100,1.2,200,3,0.32374905231235784
30,1.2,200,2,0.1759792772302249
100,1.2,200,2,0.32416982562547386
30,1.2,200,0,0.17723022491786708
100,1.2,200,0,0.3248749052312358
30,1.2,200,4,0.1771165024008087
100,1.2,200,4,0.3241925701288855
