k,gamma,rho,seed,no_at_k
30,1.0,12,3,0.4697086726555285
100,1.0,12,3,0.5494198639912685
30,0.8,12,2,0.48447373576246044
100,0.8,12,2,0.5618583662161027
30,1.0,12,0,0.46931268015559846
100,1.0,12,0,0.5471148518176475
30,1.0,12,2,0.4696009291131447
100,1.0,12,2,0.5490068004365712
30,1.0,12,4,0.46940083396300336
100,1.0,12,4,0.5473667198388045
30,1.2,12,0,0.45602384350600284
100,1.2,12,0,0.5310876500713626
30,1.2,12,1,0.4556810231438726
100,1.2,12,1,0.5313890521366804
30,1.2,12,3,0.45517029076763776
100,1.2,12,3,0.5322567374695659
30,0.8,18,0,0.49430918198863794
100,0.8,18,0,0.5734921501133406
30,0.8,18,2,0.4947891304956203
100,0.8,18,2,0.5744244815716565
30,1.2,12,2,0.45439789550275655
100,1.2,12,2,0.5303068592057761
30,0.8,18,3,0.4941286765734755
100,0.8,18,3,0.5718042145915541
30,0.8,18,1,0.49493325497439344
100,0.8,18,1,0.5737469565947444
30,1.2,12,4,0.4559105028964822
100,1.2,12,4,0.5318004365712367
30,0.8,18,4,0.49362214199759324
100,0.8,18,4,0.573295273276803
30,1.0,18,0,0.48202361962331736
100,1.0,18,0,0.5606561161951138
30,1.0,18,2,0.48152827918170876
100,1.0,18,2,0.5597346990177147
30,1.0,18,4,0.4812792096941203
100,1.0,18,4,0.5598257912853665
30,1.0,18,1,0.48137435983544624
100,1.0,18,1,0.5616132146755101
30,1.2,18,0,0.4694861892368399
100,1.2,18,0,0.547956510788347
30,1.0,18,3,0.4808468362578009
100,1.0,18,3,0.5595709848039627
30,1.2,18,3,0.469950745809196
100,1.2,18,3,0.5469544958441777
30,1.2,18,4,0.4687193910390955
100,1.2,18,4,0.5460905885316094
30,1.2,18,1,0.4692776984859933
100,1.2,18,1,0.548433380908404
30,1.2,18,2,0.46936305375982984
100,1.2,18,2,0.5479367811266896
30,0.8,25,2,0.49902890885176165
100,0.8,25,2,0.5832352447317606
30,1.0,25,0,0.48946072258136736
100,1.0,25,0,0.5695432793216355
30,0.8,25,0,0.49877564156382054
100,0.8,25,0,0.5831357568634036
30,0.8,25,3,0.49907928245599303
100,0.8,25,3,0.5829510536478885
30,0.8,25,1,0.4981949458483754
100,0.8,25,1,0.5821450759801864
30,0.8,25,4,0.4984272241345535
100,0.8,25,4,0.5824653681470909
30,1.0,25,1,0.4903828393921585
100,1.0,25,1,0.5707845688859038
30,1.0,25,3,0.49028349145047995
100,1.0,25,3,0.5704537822181177
30,1.0,25,2,0.489574063190888
100,1.0,25,2,0.5702556460414743
30,1.0,25,4,0.4895516749223407
100,1.0,25,4,0.5694102090504576
30,1.2,25,3,0.47912433884644445
100,1.2,25,3,0.555956678700361
30,0.8,35,1,0.49933394901071837
100,0.8,35,1,0.5921492737805389
30,1.2,25,0,0.4791033498446814
100,1.2,25,0,0.5571135924775418
30,0.8,35,2,0.49904430078638795
100,0.8,35,2,0.591940643103014
30,1.2,25,1,0.47876892508325636
100,1.2,25,1,0.5577357064897993
30,1.2,25,2,0.4785800240673887
100,1.2,25,2,0.5581970447485518
30,0.8,35,3,0.4995662272968964
100,0.8,35,3,0.5921681638821258
30,0.8,35,0,0.4991212604595192
100,0.8,35,0,0.5917080849634792
30,1.2,25,4,0.4784442951893208
100,1.2,25,4,0.5574452187053984
30,0.8,35,4,0.4988442056362466
100,0.8,35,4,0.5916761816807993
30,1.0,35,2,0.495435591749923
100,1.0,35,2,0.5789677608932919
30,1.0,35,3,0.4950423977835614
100,1.0,35,3,0.5800596087650072
30,1.0,35,4,0.49527327680295524
100,1.0,35,4,0.5796746704726723
30,1.0,35,0,0.4957154451067641
100,1.0,35,0,0.5796532616908739
30,1.0,35,1,0.4957336355749587
100,1.0,35,1,0.5794202837713038
30,1.2,35,3,0.48791313351803656
100,1.2,35,3,0.566712702543867
30,1.2,35,1,0.48777600537318444
100,1.2,35,1,0.565990261103182
30,1.2,35,0,0.48715892872135
100,1.2,35,0,0.5671517924607505
30,1.2,35,2,0.48810063526712005
100,1.2,35,2,0.5662127445218705
30,1.2,35,4,0.4876528698961744
100,1.2,35,4,0.5674468978255394
30,0.8,50,0,0.4942378193826435
100,0.8,50,0,0.5998392242464948
30,0.8,50,1,0.4933059077043629
100,0.8,50,1,0.6004563008983292
30,0.8,50,3,0.4939117902219237
100,0.8,50,3,0.5999664175971791
30,0.8,50,2,0.4939705594268603
100,0.8,50,2,0.5997661825203593
30,0.8,50,4,0.49383902834914506
100,0.8,50,4,0.5999861472588364
30,1.0,50,2,0.49784372988554
100,1.0,50,2,0.5886923851901603
30,1.0,50,4,0.497625444267204
100,1.0,50,4,0.5884161699269582
30,1.0,50,0,0.49753309265944645
100,1.0,50,0,0.5889539081521283
30,1.0,50,1,0.4982635099208015
100,1.0,50,1,0.5886059105028965
30,1.0,50,3,0.4977653709456245
100,1.0,50,3,0.5886949038703719
30,1.2,50,0,0.49456384854336327
100,1.2,50,0,0.5785244731760557
30,0.8,70,1,0.4833921025382699
100,0.8,70,1,0.6050558307446898
30,0.8,70,2,0.4833641172025858
100,0.8,70,2,0.6055226261439006
30,0.8,70,0,0.48422606554165615
100,0.8,70,0,0.6059650743010663
30,1.2,50,1,0.49436655192679035
100,1.2,50,1,0.5777495592309629
30,1.2,50,4,0.49439313799569023
100,1.2,50,4,0.5780329107547645
30,1.2,50,3,0.49380964374667674
100,1.2,50,3,0.577752917471245
30,0.8,70,4,0.4834844541460275
100,0.8,70,4,0.6059554193602552
30,1.2,50,2,0.49496543811043014
100,1.2,50,2,0.5783057677776845
30,0.8,70,3,0.48410712786499877
100,0.8,70,3,0.606027201746285
30,1.0,70,1,0.4951207567234769
100,1.0,70,1,0.5966568717991773
30,1.2,70,2,0.4983446673942854
100,1.2,70,2,0.5874305264041643
30,1.0,70,0,0.4951319508577505
100,1.0,70,0,0.5968130299722946
30,1.0,70,3,0.4958427783841267
100,1.0,70,3,0.5975946603979515
30,1.0,70,4,0.49539081521282846
100,1.0,70,4,0.597231130887415
30,1.0,70,2,0.49532924747432344
100,1.0,70,2,0.5970313155906305
30,1.2,70,3,0.4979318836929449
100,1.2,70,3,0.5869431617832256
30,1.2,70,1,0.4980186382335656
100,1.2,70,1,0.5870426496515826
30,1.2,70,0,0.49786471888730305
100,1.2,70,0,0.5872878011921753
30,1.2,70,4,0.4977989533484454
100,1.2,70,4,0.5879225086054907
30,0.8,95,2,0.4696596983180813
100,0.8,95,2,0.6086285786248006
30,0.8,95,1,0.4705090532560938
100,0.8,95,1,0.6093040047015365
30,0.8,95,0,0.47023899476674225
100,0.8,95,0,0.608982453194526
30,0.8,95,3,0.4706853608709036
100,0.8,95,3,0.6090739652422131
30,1.0,95,0,0.4884854336327764
100,1.0,95,0,0.6036671983880446
30,1.0,95,1,0.48887582906556964
100,1.0,95,1,0.6035110402149274
30,0.8,95,4,0.46976604259368093
100,0.8,95,4,0.6092250860549072
30,1.0,95,3,0.48874149945428597
100,1.0,95,3,0.6029972294517673
30,1.0,95,2,0.4887540928553438
100,1.0,95,2,0.6029724624296868
30,1.0,95,4,0.4882083788095038
100,1.0,95,4,0.6032083788095038
30,0.8,125,1,0.4564716088769485
100,0.8,125,1,0.6105230459239358
30,1.2,95,0,0.4957196429071167
100,1.2,95,0,0.5952967844849298
30,1.2,95,1,0.4963297232250301
100,1.2,95,1,0.5956250524725044
30,0.8,125,0,0.45569361654493046
100,0.8,125,0,0.6101213164301906
30,0.8,125,2,0.4560266420395713
100,0.8,125,2,0.6103123163462346
30,0.8,125,3,0.45632328659782273
100,0.8,125,3,0.6103194526068341
30,1.2,95,2,0.4964500601684717
100,1.2,95,2,0.5955688019477794
30,1.2,95,3,0.4960540676685417
100,1.2,95,3,0.5957241205608261
30,1.2,95,4,0.49645705650239275
100,1.2,95,4,0.594709512215599
30,0.8,125,4,0.4559440852993032
100,0.8,125,4,0.6102510284610864
30,1.0,125,0,0.47653009822852826
100,1.0,125,0,0.60796952396944
30,1.0,125,1,0.47656647916491757
100,1.0,125,1,0.6080081437326841
30,1.0,125,3,0.4773024934934095
100,1.0,125,3,0.6086827302493494
30,1.0,125,2,0.4764713290235916
100,1.0,125,2,0.6078587020401309
30,1.0,125,4,0.47644474295469175
100,1.0,125,4,0.6078284778775921
30,1.2,125,1,0.48953488372093024
100,1.2,125,1,0.6006615733355721
30,1.2,125,0,0.4896538213975877
100,1.2,125,0,0.6012815884476534
30,1.2,125,3,0.4904933814681107
100,1.2,125,3,0.6004760305599866
30,1.2,125,2,0.490242912713738
100,1.2,125,2,0.6014138191587608
30,0.8,160,1,0.4410055131111298
100,0.8,160,1,0.6084136512467467
30,0.8,160,0,0.440795623093499
100,0.8,160,0,0.6084938292334816
30,1.2,125,4,0.49037164525788485
100,1.2,125,4,0.6009142809167995
30,0.8,160,2,0.4402373156466012
100,0.8,160,2,0.6081810931072118
30,0.8,160,3,0.4398007444099292
100,0.8,160,3,0.6087713038367896
30,0.8,160,4,0.44117202585845017
100,0.8,160,4,0.6086684577281505
30,1.0,160,0,0.4643368874709652
100,1.0,160,0,0.6104185206951558
30,1.0,160,1,0.46411160551870817
100,1.0,160,1,0.6100277054823272
30,1.0,160,2,0.46346654353118966
100,1.0,160,2,0.6096948199143649
30,1.0,160,4,0.46410041138443453
100,1.0,160,4,0.6097204264965158
30,1.0,160,3,0.46357008927322085
100,1.0,160,3,0.6099643186970027
30,1.2,160,1,0.47988274144348364
100,1.2,160,1,0.6063063554697339
30,0.8,200,0,0.42585984943889404
100,0.8,200,0,0.6043501805054151
30,1.2,160,0,0.4801192175300143
100,1.2,160,0,0.6058979094954244
30,1.2,160,3,0.48062994990624913
100,1.2,160,3,0.6061464192762992
30,1.2,160,2,0.4800814373268407
100,1.2,160,2,0.6058139534883721
30,1.2,160,4,0.48088321719419025
100,1.2,160,4,0.6049248593736882
30,0.8,200,2,0.42616908739820336
100,0.8,200,2,0.6038414071026782
30,0.8,200,1,0.4261830800660454
100,0.8,200,1,0.6039127697086727
30,0.8,200,4,0.4260949262586405
100,0.8,200,4,0.6045080177986735
30,0.8,200,3,0.4261005233257773
100,0.8,200,3,0.603670976408362
30,1.0,200,0,0.45121736210225843
100,1.0,200,0,0.6089963059356897
30,1.0,200,2,0.4483950409985168
100,1.0,200,2,0.6087561917555201
30,1.0,200,1,0.45167492234069345
100,1.0,200,1,0.6095134749391319
30,1.0,200,3,0.4504141829681247
100,1.0,200,3,0.6086676181680799
30,1.2,200,0,0.4678616405003778
100,1.2,200,0,0.6085899588615565
30,1.2,200,1,0.46958693644530264
100,1.2,200,1,0.6097493913189489
30,1.0,200,4,0.4504449668373772
100,1.0,200,4,0.6094836705566283
30,1.2,200,2,0.46806873198444016
100,1.2,200,2,0.6090277894383344
30,1.2,200,3,0.4689306803235105
100,1.2,200,3,0.6096129628074889
30,1.2,200,4,0.46884392578288975
100,1.2,200,4,0.6094257409117623
