k,rho,gamma,seed,no_at_k
100,30,1.040816,2,0.2894541319181198
30,30,1.040816,4,0.19915339903967652
100,30,1.040816,4,0.2890636846095527
30,30,1.102041,0,0.1975360121304018
100,30,1.102041,0,0.2834306292645944
30,30,1.102041,1,0.19711902956785443
100,30,1.102041,1,0.28418498862774827
30,30,1.102041,2,0.19571645185746778
100,30,1.102041,2,0.2840712661106899
30,30,1.102041,3,0.19738438210765732
100,30,1.102041,3,0.28418119787717966
30,30,1.163265,0,0.1929492039423806
100,30,1.163265,0,0.2794086429112964
30,30,1.102041,4,0.19572908769269648
100,30,1.102041,4,0.28393100833965124
30,30,1.163265,3,0.19086429112964368
100,30,1.163265,3,0.27768764215314634
30,30,1.163265,1,0.19258276472074803
100,30,1.163265,1,0.27821076573161485
30,30,1.163265,2,0.19118018701036138
100,30,1.163265,2,0.27764215314632296
30,30,1.163265,4,0.19374526156178923
100,30,1.163265,4,0.277456406368461
30,30,1.22449,0,0.18752843062926458
100,30,1.22449,0,0.2740030326004549
30,30,1.22449,2,0.18764215314632296
100,30,1.22449,2,0.27574298711144807
30,30,1.22449,3,0.18861511245893353
100,30,1.22449,3,0.2716034874905231
30,30,1.22449,1,0.18985342431134697
100,30,1.22449,1,0.2747043214556482
30,30,1.285714,0,0.1850770785948951
100,30,1.285714,0,0.2685822592873389
30,30,1.22449,4,0.18881728582259288
100,30,1.22449,4,0.27192191053828657
30,30,1.285714,1,0.18779378316906747
100,30,1.285714,1,0.27053449583017436
30,30,1.285714,2,0.185645691180187
100,30,1.285714,2,0.26907126611068993
30,30,1.285714,3,0.18675764468031336
100,30,1.285714,3,0.26753980288097046
30,30,1.346939,0,0.1842810209754865
100,30,1.346939,0,0.2647346474601971
30,30,1.285714,4,0.18606267374273439
100,30,1.285714,4,0.2701933282789992
30,30,1.346939,1,0.18438210765731614
100,30,1.346939,1,0.2655117513267627
30,30,1.346939,2,0.18412939095274197
100,30,1.346939,2,0.266565579984837
30,30,1.346939,3,0.18442001516300227
100,30,1.346939,3,0.26627369219105385
30,30,1.408163,1,0.18016173869092747
100,30,1.408163,1,0.26293025018953753
30,30,1.346939,4,0.1834091483447056
100,30,1.346939,4,0.2658756633813495
30,30,1.408163,0,0.17820318423047762
100,30,1.408163,0,0.2613002274450341
30,30,1.408163,2,0.18102097548647966
100,30,1.408163,2,0.2600227445034117
30,30,1.408163,3,0.18201920646954764
100,30,1.408163,3,0.26289613343442003
30,30,1.469388,0,0.17759666413949962
100,30,1.469388,0,0.25878695981804395
30,30,1.408163,4,0.18056608541824615
100,30,1.408163,4,0.2623805913570887
30,30,1.469388,1,0.17778620166793024
100,30,1.469388,1,0.25867323730098557
30,30,1.469388,3,0.17868334596916857
100,30,1.469388,3,0.2599393479909022
30,30,1.469388,2,0.1780262825372757
100,30,1.469388,2,0.2574791508718726
30,30,1.469388,4,0.1797447561283801
100,30,1.469388,4,0.2591774071266111
30,30,1.530612,0,0.17620672226434167
100,30,1.530612,0,0.25679302501895374
30,30,1.530612,1,0.1747788728834976
100,30,1.530612,1,0.2574033358605004
30,30,1.530612,2,0.17664897649734648
100,30,1.530612,2,0.25745640636846095
30,30,1.530612,3,0.17758402830427092
100,30,1.530612,3,0.2569522365428355
30,30,1.591837,0,0.17481678038918372
100,30,1.591837,0,0.2513874147081122
30,30,1.530612,4,0.1763709881223149
100,30,1.530612,4,0.2558377558756634
30,30,1.591837,1,0.17541066464493302
100,30,1.591837,1,0.253131159969674
30,30,1.591837,2,0.17443770533232247
100,30,1.591837,2,0.25664518574677786
30,30,1.591837,3,0.1750821329289866
100,30,1.591837,3,0.2535253980288097
30,30,1.591837,4,0.1756886530199646
100,30,1.591837,4,0.2537945413191812
30,30,1.653061,0,0.17360374020722769
100,30,1.653061,0,0.2521872630780895
30,30,1.653061,1,0.173199393479909
100,30,1.653061,1,0.25465883244882487
30,30,1.653061,2,0.17279504675259036
100,30,1.653061,2,0.2533775587566338
30,30,1.653061,4,0.17381854940611574
100,30,1.653061,4,0.2512585291887794
30,30,1.653061,3,0.17365428354814252
100,30,1.653061,3,0.25343821076573164
30,30,1.714286,0,0.17057113975233762
100,30,1.714286,0,0.2498521607278241
30,30,1.714286,1,0.17119029567854435
100,30,1.714286,1,0.2507771038665656
30,30,1.714286,2,0.170381602223907
100,30,1.714286,2,0.2471076573161486
30,30,1.714286,4,0.17048268890573667
100,30,1.714286,4,0.25249810462471567
30,30,1.714286,3,0.170078342178418
100,30,1.714286,3,0.24808188021228203
30,30,1.77551,0,0.1686378569623452
100,30,1.77551,0,0.2445526914329037
30,30,1.77551,1,0.16736163760424563
100,30,1.77551,1,0.2494313874147081
30,30,1.77551,2,0.16944655041698256
100,30,1.77551,2,0.24492039423805914
30,30,1.77551,3,0.17084912812736922
100,30,1.77551,3,0.24807808946171342
30,30,1.836735,0,0.1670078342178418
100,30,1.836735,0,0.24703563305534496
30,30,1.77551,4,0.1698129896386151
100,30,1.77551,4,0.24636467020470054
30,30,1.836735,1,0.16828405357594137
100,30,1.836735,1,0.2463836239575436
30,30,1.897959,0,0.16646449330300733
100,30,1.897959,0,0.24179302501895375
30,30,1.836735,3,0.16630022744503412
100,30,1.836735,3,0.2456330553449583
30,30,1.836735,2,0.1666919383371241
100,30,1.836735,2,0.24336239575435936
30,30,1.897959,1,0.16651503664392217
100,30,1.897959,1,0.2425587566338135
30,30,1.836735,4,0.16814505938842558
100,30,1.836735,4,0.24525777103866567
30,30,1.897959,2,0.1659843315643164
100,30,1.897959,2,0.24314632297194844
30,30,1.897959,3,0.16603487490523122
100,30,1.897959,3,0.24136087945413193
30,30,1.897959,4,0.16633813495072025
100,30,1.897959,4,0.24423426838514026
30,30,1.959184,0,0.16346980035380337
100,30,1.959184,0,0.24050037907505686
30,30,1.959184,1,0.16502400808693454
100,30,1.959184,1,0.24310841546626233
30,30,2.020408,1,0.16194086429112964
100,30,2.020408,1,0.23938210765731616
30,30,1.959184,2,0.16485974222896133
100,30,1.959184,2,0.24100454890068235
30,30,1.959184,3,0.16429112964366946
100,30,1.959184,3,0.24005307050796057
30,30,1.959184,4,0.1655168056608542
100,30,1.959184,4,0.2451819560272934
30,30,2.020408,0,0.16394996209249432
100,30,2.020408,0,0.23914329037149357
30,30,2.020408,2,0.16258529188779378
100,30,2.020408,2,0.23886277482941623
30,30,2.020408,3,0.16282537275713924
100,30,2.020408,3,0.23973843821076574
30,30,2.020408,4,0.16296436694465505
100,30,2.020408,4,0.2387338893100834
30,30,2.081633,0,0.1621809451604751
100,30,2.081633,0,0.23631918119787718
30,30,2.081633,1,0.16213040181956026
100,30,2.081633,1,0.2388893100833965
30,30,2.081633,2,0.16307808946171343
100,30,2.081633,2,0.2386125852918878
30,30,2.081633,3,0.16144806671721001
100,30,2.081633,3,0.2388286580742987
30,30,2.142857,0,0.16020975486479655
100,30,2.142857,0,0.23501137225170585
30,30,2.081633,4,0.16056355825120042
100,30,2.081633,4,0.23707354056103108
30,30,2.142857,1,0.1602602982057114
100,30,2.142857,1,0.23603108415466262
30,30,2.142857,2,0.16224412433661864
100,30,2.142857,2,0.23924564063684609
30,30,2.142857,4,0.15855446044983573
100,30,2.142857,4,0.23670204700530706
30,30,2.142857,3,0.1579100328531716
100,30,2.142857,3,0.23692949203942382
30,30,2.204082,0,0.15816274955774576
100,30,2.204082,0,0.2354548900682335
30,30,2.204082,1,0.15964114227950468
100,30,2.204082,1,0.2362016679302502
30,30,2.204082,2,0.15839019459186252
100,30,2.204082,2,0.23402956785443518
30,30,2.204082,3,0.15863027546120798
100,30,2.204082,3,0.23562547384382107
30,30,2.204082,4,0.1586429112964367
100,30,2.204082,4,0.23296815769522367
30,30,2.265306,0,0.15857973212029314
100,30,2.265306,0,0.23578847611827142
30,30,2.265306,1,0.15861763962597927
100,30,2.265306,1,0.23330932524639877
30,30,2.265306,2,0.16153651756381096
100,30,2.265306,2,0.23453373768006064
30,30,2.265306,3,0.15770785948951227
100,30,2.265306,3,0.2344010614101592
30,30,2.265306,4,0.15782158200657062
100,30,2.265306,4,0.23404094010614102
30,30,2.326531,0,0.15669699267121556
100,30,2.326531,0,0.2327331311599697
30,30,2.326531,1,0.15533232246651504
100,30,2.326531,1,0.23001516300227445
30,30,2.326531,3,0.15595147839272175
100,30,2.326531,3,0.23335102350265352
30,30,2.326531,4,0.1573161485974223
100,30,2.326531,4,0.23058756633813496
30,30,2.326531,2,0.15919888804649987
100,30,2.326531,2,0.2347839272175891
30,30,2.387755,0,0.1552944149608289
100,30,2.387755,0,0.23065579984836998
30,30,2.387755,1,0.1563052817791256
100,30,2.387755,1,0.23160348749052312
30,30,2.387755,2,0.15763204447814
100,30,2.387755,2,0.23160348749052312
30,30,2.387755,3,0.15598938589840788
100,30,2.387755,3,0.2313570887035633
30,30,2.387755,4,0.15654536264847108
100,30,2.387755,4,0.22983320697498105
30,30,2.44898,0,0.15447308567096285
100,30,2.44898,0,0.22862016679302502
30,30,2.44898,1,0.1552817791256002
100,30,2.44898,1,0.2294655041698256
30,30,2.44898,2,0.1550164265857973
100,30,2.44898,2,0.22859363153904472
30,30,2.44898,3,0.15841546626231995
100,30,2.44898,3,0.23145943896891585
30,30,2.510204,0,0.15549658832448826
100,30,2.510204,0,0.22881349507202425
30,30,2.44898,4,0.1539423805913571
100,30,2.44898,4,0.22888931008339652
30,30,2.510204,1,0.15592620672226434
100,30,2.510204,1,0.23079605761940863
30,30,2.510204,2,0.15521859994945666
100,30,2.510204,2,0.22752463987869598
30,30,2.510204,3,0.15342431134698004
100,30,2.510204,3,0.22637983320697497
30,30,2.571429,0,0.15443517816527672
100,30,2.571429,0,0.22874526156178923
30,30,2.510204,4,0.15664644933030072
100,30,2.510204,4,0.23040561031084156
30,30,2.571429,1,0.1555850391710892
100,30,2.571429,1,0.2293669446550417
30,30,2.571429,2,0.15315895880717714
100,30,2.571429,2,0.22800227445034116
30,30,2.571429,3,0.15485216072782412
100,30,2.571429,3,0.2284912812736922
30,30,2.571429,4,0.15486479656305283
100,30,2.571429,4,0.22714177407126612
30,30,2.632653,0,0.15267879706848622
100,30,2.632653,0,0.22561031084154662
30,30,2.632653,1,0.15628001010866818
100,30,2.632653,1,0.22797194844579227
30,30,2.632653,3,0.15464998736416477
100,30,2.632653,3,0.22825625473843822
30,30,2.632653,2,0.15152893606267373
100,30,2.632653,2,0.22411675511751328
30,30,2.693878,0,0.1542203689663887
100,30,2.693878,0,0.22609931766489766
30,30,2.632653,4,0.1549785190801112
100,30,2.632653,4,0.22993176648976496
30,30,2.693878,2,0.15456153651756382
100,30,2.693878,2,0.22907126611068993
30,30,2.693878,1,0.15372757139246904
100,30,2.693878,1,0.22609173616376044
30,30,2.693878,3,0.15435936315390447
100,30,2.693878,3,0.2272858225928734
30,30,2.693878,4,0.15427091230730353
100,30,2.693878,4,0.22434420015163004
30,30,2.755102,0,0.15547131665403083
100,30,2.755102,0,0.227172100075815
30,30,2.755102,1,0.15108668182966895
100,30,2.755102,1,0.22149734647460198
30,30,2.755102,3,0.15259034622188528
100,30,2.755102,3,0.22565200909780136
30,30,2.755102,2,0.1507202426080364
100,30,2.755102,2,0.22556482183472326
30,30,2.816327,0,0.1516426585797321
100,30,2.816327,0,0.22094768764215314
30,30,2.755102,4,0.15294414960828911
100,30,2.755102,4,0.22659211523881728
30,30,2.816327,1,0.15226181450593884
100,30,2.816327,1,0.22358984078847613
30,30,2.816327,2,0.15084660096032348
100,30,2.816327,2,0.22208870356330554
30,30,2.816327,3,0.15144048521607278
100,30,2.816327,3,0.2226231993934799
30,30,2.816327,4,0.15140257771038665
100,30,2.816327,4,0.22088703563305534
30,30,2.877551,0,0.1510361384887541
100,30,2.877551,0,0.22183851402577712
30,30,2.877551,1,0.15283042709123074
100,30,2.877551,1,0.22533358605003792
30,30,2.877551,3,0.15211018448319433
100,30,2.877551,3,0.22422668688400305
30,30,2.877551,2,0.1522239070002527
100,30,2.877551,2,0.22516679302501896
30,30,2.938776,0,0.14845842810209756
100,30,2.938776,0,0.21625852918877939
30,30,2.877551,4,0.15235026535253982
100,30,2.877551,4,0.22585291887793782
30,30,2.938776,1,0.15170583775587565
100,30,2.938776,1,0.22331690674753601
30,30,2.938776,2,0.14862269396007077
100,30,2.938776,2,0.21827141774071265
30,30,2.938776,3,0.15238817285822592
100,30,2.938776,3,0.22296436694465505
30,30,2.938776,4,0.15211018448319433
100,30,2.938776,4,0.2221341925701289
30,30,3.0,0,0.15138994187515795
100,30,3.0,0,0.22110310841546627
30,30,3.0,1,0.15083396512509478
100,30,3.0,1,0.22446171341925703
30,30,3.0,2,0.14959565327268132
100,30,3.0,2,0.22148976497346476
30,30,3.0,3,0.15112458933535508
100,30,3.0,3,0.22178165276724793
30,30,3.0,4,0.15207227697750822
100,30,3.0,4,0.22299848369977254
30,100,0.0,0,0.12429871114480667
100,100,0.0,0,0.29409021986353295
30,100,0.0,2,0.12510740459944403
100,100,0.0,2,0.29355193328279
30,100,0.0,1,0.12280768258781906
100,100,0.0,1,0.29311599696739954
30,100,0.0,3,0.12421026029820571
100,100,0.0,3,0.2954624715693707
30,100,0.0,4,0.1237427343947435
100,100,0.0,4,0.294764973464746
30,100,0.061224,0,0.12686378569623452
100,100,0.061224,0,0.2994010614101592
30,100,0.061224,1,0.1282916350770786
100,100,0.061224,1,0.30001895375284304
30,100,0.061224,2,0.12825372757139247
100,100,0.061224,2,0.29952994692949203
30,100,0.061224,3,0.1287465251453121
100,100,0.061224,3,0.2980212282031842
30,100,0.061224,4,0.1269901440485216
100,100,0.061224,4,0.30019711902956786
30,100,0.122449,0,0.13071771544099064
100,100,0.122449,0,0.30120924943138744
30,100,0.122449,1,0.12912560020217337
100,100,0.122449,1,0.3016793025018954
30,100,0.122449,2,0.13011119535001264
100,100,0.122449,2,0.30245640636846094
30,100,0.122449,3,0.13118524134445286
100,100,0.122449,3,0.30353297952994696
30,100,0.122449,4,0.13086934546373516
100,100,0.122449,4,0.30327141774071265
30,100,0.183673,0,0.13262572656052565
100,100,0.183673,0,0.30502653525398027
30,100,0.183673,1,0.13348496335607785
100,100,0.183673,1,0.3060159211523882
30,100,0.183673,2,0.1328531715946424
100,100,0.183673,2,0.3065390447308567
30,100,0.183673,3,0.1335734142026788
100,100,0.183673,3,0.3059325246398787
30,100,0.183673,4,0.1329921657821582
100,100,0.183673,4,0.30641015921152387
30,100,0.244898,0,0.13486226939600707
100,100,0.244898,0,0.3083434420015163
30,100,0.244898,1,0.1362143037654789
100,100,0.244898,1,0.3084988627748294
30,100,0.244898,2,0.13580995703816023
100,100,0.244898,2,0.3082903714935557
30,100,0.244898,4,0.13359868587313622
100,100,0.244898,4,0.3064253222137983
30,100,0.244898,3,0.13598685873136215
100,100,0.244898,3,0.30957543593631537
30,100,0.306122,0,0.13807177154409905
100,100,0.306122,0,0.3116262319939348
30,100,0.306122,1,0.13746525145312105
100,100,0.306122,1,0.3104435178165277
30,100,0.306122,2,0.1373894364417488
100,100,0.306122,2,0.3109021986353298
30,100,0.306122,3,0.1384129390952742
100,100,0.306122,3,0.3100871872630781
30,100,0.306122,4,0.13817285822592873
100,100,0.306122,4,0.31145185746777865
30,100,0.367347,0,0.1405989385898408
100,100,0.367347,0,0.31392721758908265
30,100,0.367347,2,0.14081374778872882
100,100,0.367347,2,0.3140978013646702
30,100,0.367347,1,0.1416477129138236
100,100,0.367347,1,0.3139385898407885
30,100,0.367347,4,0.14115491533990396
100,100,0.367347,4,0.3131349507202426
30,100,0.367347,3,0.1400429618397776
100,100,0.367347,3,0.3141887793783169
30,100,0.428571,1,0.14220368966388677
100,100,0.428571,1,0.3150303260045489
30,100,0.428571,0,0.14321455648218348
100,100,0.428571,0,0.3147119029567854
30,100,0.428571,3,0.1435430881981299
100,100,0.428571,3,0.31387793783169066
30,100,0.428571,2,0.14332827899924186
100,100,0.428571,2,0.3154548900682335
30,100,0.428571,4,0.14508466009603235
100,100,0.428571,4,0.3156899166034875
30,100,0.489796,1,0.14522365428354814
100,100,0.489796,1,0.3173616376042456
30,100,0.489796,0,0.14583017437452617
100,100,0.489796,0,0.3176800606520091
30,100,0.489796,2,0.14504675259034622
100,100,0.489796,2,0.317524639878696
30,100,0.489796,3,0.14596916856204195
100,100,0.489796,3,0.31757012888551933
30,100,0.489796,4,0.14665150366439222
100,100,0.489796,4,0.3182107657316149
30,100,0.55102,0,0.1500126358352287
100,100,0.55102,0,0.31923047763457163
30,100,0.55102,1,0.14959565327268132
100,100,0.55102,1,0.31908642911296436
30,100,0.55102,2,0.15096032347738186
100,100,0.55102,2,0.319158453373768
30,100,0.55102,3,0.14978519080111197
100,100,0.55102,3,0.3191432903714936
30,100,0.55102,4,0.15064442759666413
100,100,0.55102,4,0.31935178165276723
30,100,0.612245,1,0.1546878948698509
100,100,0.612245,1,0.3198749052312358
30,100,0.612245,2,0.15377811473338387
100,100,0.612245,2,0.3192683851402578
30,100,0.612245,3,0.1533864038412939
100,100,0.612245,3,0.32066717210007584
30,100,0.612245,0,0.15376547889815517
100,100,0.612245,0,0.3208377558756634
30,100,0.612245,4,0.15430881981298963
100,100,0.612245,4,0.32086050037907504
30,100,0.673469,1,0.15770785948951227
100,100,0.673469,1,0.3226194086429113
30,100,0.673469,0,0.1576194086429113
100,100,0.673469,0,0.32179681576952235
30,100,0.673469,2,0.15698761688147586
100,100,0.673469,2,0.32111068991660346
30,100,0.673469,3,0.15687389436441748
100,100,0.673469,3,0.3221114480667172
30,100,0.673469,4,0.15763204447814
100,100,0.673469,4,0.32103866565579986
30,100,0.734694,1,0.1605509224159717
100,100,0.734694,1,0.32329795299469294
30,100,0.734694,0,0.1606899166034875
100,100,0.734694,0,0.3227634571645186
30,100,0.734694,3,0.162143037654789
100,100,0.734694,3,0.3230363912054587
30,100,0.734694,2,0.1615870609047258
100,100,0.734694,2,0.3230022744503412
30,100,0.795918,0,0.16557998483699773
100,100,0.795918,0,0.32427975739196363
30,100,0.795918,1,0.1655547131665403
100,100,0.795918,1,0.3233131159969674
30,100,0.734694,4,0.16104371998989134
100,100,0.734694,4,0.32404852160727826
30,100,0.795918,2,0.16607278241091736
100,100,0.795918,2,0.32391963608794544
30,100,0.795918,4,0.16683093252463987
100,100,0.795918,4,0.32471569370735404
30,100,0.795918,3,0.16575688653019965
100,100,0.795918,3,0.3240674753601213
30,100,0.857143,1,0.1712661106899166
100,100,0.857143,1,0.32459818043972705
30,100,0.857143,0,0.16968663128632802
100,100,0.857143,0,0.32362774829416224
30,100,0.857143,2,0.16963608794541318
100,100,0.857143,2,0.32440106141015923
30,100,0.857143,3,0.16990144048521608
100,100,0.857143,3,0.32549279757391963
30,100,0.918367,0,0.17554965883244883
100,100,0.918367,0,0.32577331311599694
30,100,0.857143,4,0.1694844579226687
100,100,0.857143,4,0.3250341167551175
30,100,0.918367,1,0.17517058377558756
100,100,0.918367,1,0.32471569370735404
30,100,0.918367,2,0.17525903462218853
100,100,0.918367,2,0.325420773313116
30,100,0.918367,3,0.17570128885519332
100,100,0.918367,3,0.32460197119029566
30,100,0.918367,4,0.17451352034369472
100,100,0.918367,4,0.32468915845337376
30,100,0.979592,1,0.18066717210007582
100,100,0.979592,1,0.32460197119029566
30,100,0.979592,2,0.18054081374778874
100,100,0.979592,2,0.3243100833965125
30,100,0.979592,0,0.18046499873641647
100,100,0.979592,0,0.3241849886277483
30,100,0.979592,3,0.18028809704321455
100,100,0.979592,3,0.323434420015163
30,100,0.979592,4,0.18054081374778874
100,100,0.979592,4,0.3244920394238059
30,100,1.040816,0,0.18608794541319182
100,100,1.040816,0,0.3237035633055345
30,100,1.040816,1,0.18762951731109426
100,100,1.040816,1,0.32390826383623955
30,100,1.040816,2,0.18608794541319182
100,100,1.040816,2,0.3238172858225929
30,100,1.040816,3,0.1862143037654789
100,100,1.040816,3,0.3234495830174374
30,100,1.040816,4,0.18580995703816022
100,100,1.040816,4,0.3218953752843063
30,100,1.102041,0,0.19140763204447814
100,100,1.102041,0,0.3199696739954511
30,100,1.102041,2,0.19344200151630023
100,100,1.102041,2,0.3215390447308567
30,100,1.102041,1,0.19096537781147332
100,100,1.102041,1,0.32078847611827144
30,100,1.102041,3,0.19288602476623704
100,100,1.102041,3,0.3213722517058378
30,100,1.102041,4,0.19052312357846854
100,100,1.102041,4,0.31969294920394237
30,100,1.163265,1,0.19709375789739703
100,100,1.163265,1,0.3188589840788476
30,100,1.163265,0,0.1975233762951731
100,100,1.163265,0,0.3185253980288097
30,100,1.163265,2,0.19743492544857216
100,100,1.163265,2,0.31826762699014405
30,100,1.163265,3,0.1953121051301491
100,100,1.163265,3,0.3171607278241092
30,100,1.163265,4,0.19666413949962092
100,100,1.163265,4,0.31892342683851405
