model,group,seed,k,no,trust
ref_smooth,reference,42,56,0.5005071428571428,0.9527334015238749
ref_smooth,reference,42,57,0.501098245614035,0.9522884742742237
ref_smooth,reference,42,58,0.5020137931034483,0.9518637087464851
ref_smooth,reference,42,59,0.5028101694915255,0.9514102867168562
ref_smooth,reference,42,60,0.5035333333333334,0.9509625231521261
ref_smooth,reference,42,61,0.5042655737704917,0.9505487669214754
ref_smooth,reference,42,62,0.5050322580645161,0.9500608443440638
ref_smooth,reference,42,63,0.5059809523809524,0.9496595269968764
ref_smooth,reference,42,64,0.5068625,0.9492305281700247
ref_smooth,reference,42,65,0.5074123076923077,0.9487488345791585
ref_smooth,reference,42,66,0.508069696969697,0.9483220709073148
ref_smooth,reference,42,67,0.5087910447761194,0.9478340978790079
ref_smooth,reference,42,68,0.5095411764705883,0.9473273410140588
ref_smooth,reference,42,69,0.5102057971014493,0.9468429484613127
ref_smooth,reference,42,70,0.5107571428571429,0.9462670105043226
ref_smooth,reference,42,71,0.5112901408450704,0.9457646220681619
ref_smooth,reference,42,72,0.5119,0.9452623029825606
ref_smooth,reference,42,73,0.5122876712328767,0.9447417816119196
ref_smooth,reference,42,74,0.5129567567567568,0.9442776309284878
ref_smooth,reference,42,75,0.5135413333333333,0.9437002963476119
ref_smooth,reference,42,76,0.5140789473684211,0.9432173769634622
ref_smooth,reference,42,77,0.5146337662337662,0.9427573821231935
ref_smooth,reference,42,78,0.5147871794871794,0.9422967746717964
ref_smooth,reference,42,79,0.5152101265822785,0.941799094020624
ref_smooth,reference,42,80,0.51567,0.9413279779475603
ref_smooth,reference,42,81,0.5161111111111111,0.9408643033427992
ref_smooth,reference,42,82,0.5166341463414634,0.9403586591089272
ref_smooth,reference,42,83,0.5168698795180723,0.9399398707874979
ref_smooth,reference,42,84,0.5172404761904762,0.9394737350888386
ref_smooth,reference,42,85,0.517484705882353,0.9389723469332023
ref_smooth,reference,42,86,0.5178651162790697,0.9384902584294392
ref_smooth,reference,42,87,0.5182413793103449,0.9379853113410763
ref_smooth,reference,42,88,0.5185386363636364,0.9374944955219149
ref_smooth,reference,42,89,0.518685393258427,0.9370003580660253
ref_smooth,reference,42,90,0.5190488888888889,0.9365334173761822
ref_smooth,reference,42,91,0.5193384615384615,0.9360149155769135
ref_smooth,reference,42,92,0.5193869565217392,0.935498975656327
ref_smooth,reference,42,93,0.5195720430107527,0.9350023071910168
ref_smooth,reference,42,94,0.5199872340425532,0.9344981981076719
ref_smooth,reference,42,95,0.5203178947368421,0.9339749596251743
ref_smooth,reference,42,96,0.5205875,0.933486081927664
ref_smooth,reference,42,97,0.5208247422680412,0.9329724279181326
ref_smooth,reference,42,98,0.5210775510204082,0.93249842422508
ref_smooth,reference,42,99,0.521420202020202,0.9320715384878836
ref_smooth,reference,42,100,0.521762,0.9315554869275311
ref_smooth,reference,42,101,0.5219841584158416,0.9310127945729967
ref_smooth,reference,42,102,0.5221843137254902,0.9305290707886879
ref_smooth,reference,42,103,0.5223650485436894,0.9300041894881727
ref_smooth,reference,42,104,0.5225942307692307,0.9295065488991988
ref_smooth,reference,42,105,0.5228761904761905,0.9290031455603588
ref_smooth,reference,42,106,0.523054716981132,0.928472376751812
ref_smooth,reference,42,107,0.5231943925233645,0.9280072938235678
ref_smooth,reference,42,108,0.5234388888888889,0.9275281622885735
ref_smooth,reference,42,109,0.5235853211009174,0.9270319159948759
ref_smooth,reference,42,110,0.52372,0.9265324684488205
ref_smooth,reference,42,111,0.5239639639639639,0.9259736301780072
ref_smooth,reference,42,112,0.5242178571428572,0.9254774465410391
ref_smooth,reference,42,113,0.5245008849557522,0.9249529326537207
ref_smooth,reference,42,114,0.5247035087719298,0.9244395320396921
ref_smooth,reference,42,115,0.5248226086956522,0.9238734490908066
ref_smooth,reference,42,116,0.5249086206896552,0.9233974995779406
ref_smooth,reference,42,117,0.5250034188034188,0.9228810268920042
ref_smooth,reference,42,118,0.5252,0.9223623945994905
ref_smooth,reference,42,119,0.5254369747899159,0.921867667166122
ref_smooth,reference,42,120,0.525555,0.9213339894780398
ref_smooth,reference,42,121,0.5256595041322314,0.9208312784598028
ref_smooth,reference,42,122,0.5258131147540983,0.9203430429000067
ref_smooth,reference,42,123,0.5259788617886179,0.9197966728761426
ref_smooth,reference,42,124,0.5261564516129033,0.9192600088666204
ref_smooth,reference,42,125,0.5263104,0.9188020825035562
ref_smooth,reference,42,126,0.5263619047619048,0.9182346924656122
ref_smooth,reference,42,127,0.5264566929133858,0.9177302773518565
ref_smooth,reference,42,128,0.526590625,0.9171732413178985
ref_smooth,reference,42,129,0.5265426356589147,0.9166318685872465
ref_smooth,reference,42,130,0.5266461538461539,0.9160960461895031
ref_smooth,reference,42,131,0.5267954198473283,0.9155459426877237
ref_smooth,reference,42,132,0.5269681818181818,0.915023870689764
ref_smooth,reference,42,133,0.5270165413533835,0.9144775984604367
ref_smooth,reference,42,134,0.5269985074626866,0.9139923830907993
ref_smooth,reference,42,135,0.5271362962962963,0.913500639574147
ref_smooth,reference,42,136,0.5272632352941177,0.9129598777446948
ref_smooth,reference,42,137,0.5274452554744525,0.9124467846462789
ref_smooth,reference,42,138,0.5275101449275362,0.911968182545552
ref_smooth,reference,42,139,0.5275654676258993,0.9114106673815372
ref_smooth,reference,42,140,0.5276228571428572,0.9108848667195862
ref_smooth,reference,42,141,0.5276851063829787,0.9103350605940352
ref_smooth,reference,42,142,0.5277521126760564,0.9097739714198825
ref_smooth,reference,42,143,0.5277706293706294,0.9092223449799751
ref_smooth,reference,42,144,0.5278861111111111,0.9086961051899753
ref_smooth,reference,42,145,0.5279406896551724,0.9081067098011023
ref_smooth,reference,42,146,0.528,0.9076115387741931
ref_smooth,reference,42,147,0.5281034013605442,0.9070953694660064
ref_smooth,reference,42,148,0.528095945945946,0.9066197654900625
ref_smooth,reference,42,149,0.5283006711409396,0.9060937695427087
ref_smooth,reference,42,150,0.5283226666666667,0.9055931527202099
ref_smooth,reference,42,151,0.5283867549668874,0.9050287891199353
ref_smooth,reference,42,152,0.5283921052631579,0.9044730796864071
ref_smooth,reference,42,153,0.5286143790849673,0.9039461787121588
ref_smooth,reference,42,154,0.5286701298701298,0.9033873727861447
ref_smooth,reference,42,155,0.5286567741935484,0.9028618161045502
ref_smooth,reference,42,156,0.5286974358974359,0.9023562994589933
ref_smooth,reference,42,157,0.5286968152866242,0.9018105379753641
ref_smooth,reference,42,158,0.5287784810126582,0.9013228714893942
ref_smooth,reference,42,159,0.5287660377358491,0.9008170990518581
ref_smooth,reference,42,160,0.5288475,0.9002690516095911
ref_smooth,reference,42,161,0.528864596273292,0.8997025742541555
ref_smooth,reference,42,162,0.5289444444444444,0.8992334504526899
ref_smooth,reference,42,163,0.5289521472392638,0.8987263195008889
ref_smooth,reference,42,164,0.5289585365853658,0.8982217783427153
ref_smooth,reference,42,165,0.5289478787878787,0.8976797289758045
ref_smooth,reference,42,166,0.5290253012048193,0.897172130806447
ref_smooth,reference,42,167,0.5289712574850299,0.8966952054421532
ref_smooth,reference,42,168,0.5290166666666667,0.8962177137946474
ref_smooth,reference,42,169,0.5290390532544379,0.8956866929268464
ref_smooth,reference,42,170,0.5290388235294118,0.895189595590468
ref_smooth,reference,42,171,0.5289976608187135,0.894693956404358
ref_smooth,reference,42,172,0.5290011627906976,0.8941971209107219
ref_smooth,reference,42,173,0.5290416184971098,0.8936870666497898
ref_smooth,reference,42,174,0.5290816091954023,0.8931394028808735
ref_smooth,reference,42,175,0.5291577142857142,0.8926467143379091
ref_smooth,reference,42,176,0.5291113636363637,0.8921555231994593
ref_smooth,reference,42,177,0.5290813559322034,0.8916487559187025
ref_smooth,reference,42,178,0.5290977528089887,0.8911792229064082
ref_smooth,reference,42,179,0.528991061452514,0.8906601909110312
ref_smooth,reference,42,180,0.5289811111111111,0.8901668166059447
ref_smooth,reference,42,181,0.5289060773480663,0.8896569846567619
ref_smooth,reference,42,182,0.5288934065934066,0.889180289238239
ref_smooth,reference,42,183,0.5289256830601093,0.8886599341588542
ref_smooth,reference,42,184,0.5289108695652174,0.888141950229218
ref_smooth,reference,42,185,0.5289135135135136,0.887653821051029
ref_smooth,reference,42,186,0.5289043010752689,0.8871330888073363
ref_smooth,reference,42,187,0.5289090909090909,0.886593275419098
ref_smooth,reference,42,188,0.5287755319148936,0.8861083834093445
ref_smooth,reference,42,189,0.5287925925925926,0.8855906977529462
ref_smooth,reference,42,190,0.5288452631578947,0.8850794640866303
ref_smooth,reference,42,191,0.5288240837696335,0.8845893561412346
ref_smooth,reference,42,192,0.5287666666666667,0.8841025185936444
ref_smooth,reference,42,193,0.5286632124352332,0.8836136257321122
ref_smooth,reference,42,194,0.5285958762886598,0.8831308760063615
ref_smooth,reference,42,195,0.5285374358974358,0.8825914195232998
ref_smooth,reference,42,196,0.5285112244897959,0.882132695177498
ref_smooth,reference,42,197,0.5285390862944163,0.8816360934230418
ref_smooth,reference,42,198,0.5284919191919192,0.8811489224654812
ref_smooth,reference,42,199,0.5284452261306533,0.8806466120557124
ref_smooth,reference,42,200,0.528437,0.8801846008520097
ref_standard,reference,42,1,0.5566,0.9950140093395597
ref_standard,reference,42,2,0.5479,0.9925525335113188
ref_standard,reference,42,3,0.5355333333333333,0.9900418475236505
ref_standard,reference,42,4,0.5185,0.9879323534324369
ref_standard,reference,42,5,0.5042,0.9860147281639928
ref_standard,reference,42,6,0.4937666666666667,0.9842511843058575
ref_standard,reference,42,7,0.4861714285714286,0.9827811977249916
ref_standard,reference,42,8,0.47875,0.9807209762900976
ref_standard,reference,42,9,0.4728,0.9791637642330877
ref_standard,reference,42,10,0.46794,0.9775382252750321
ref_standard,reference,42,11,0.4646909090909091,0.9760084824104268
ref_standard,reference,42,12,0.4613833333333333,0.9748886746045056
ref_standard,reference,42,13,0.4599076923076923,0.9736219669592153
ref_standard,reference,42,14,0.4580714285714286,0.9722857862298856
ref_standard,reference,42,15,0.45741333333333334,0.9711070876721531
ref_standard,reference,42,16,0.4569,0.9700290077297933
ref_standard,reference,42,17,0.4560235294117647,0.9689474860556193
ref_standard,reference,42,18,0.4552333333333333,0.9679513005015108
ref_standard,reference,42,19,0.45469473684210526,0.9672664233792154
ref_standard,reference,42,20,0.45402,0.9664362575068755
ref_standard,reference,42,21,0.45377142857142855,0.9656271445685193
ref_standard,reference,42,22,0.4527909090909091,0.9647101829009801
ref_standard,reference,42,23,0.4524695652173913,0.9638544174792874
ref_standard,reference,42,24,0.45255833333333334,0.9630103903042574
ref_standard,reference,42,25,0.452616,0.9623778347963088
ref_standard,reference,42,26,0.4536076923076923,0.961521347312261
ref_standard,reference,42,27,0.4540962962962963,0.9607647603669909
ref_standard,reference,42,28,0.4543142857142857,0.9600140763997906
ref_standard,reference,42,29,0.4548206896551724,0.9591614600345294
ref_standard,reference,42,30,0.4554066666666667,0.9585085538068107
ref_standard,reference,42,31,0.4558967741935484,0.9577921450393075
ref_standard,reference,42,32,0.456375,0.9571994854311368
ref_standard,reference,42,33,0.4567030303030303,0.9563532853963362
ref_standard,reference,42,34,0.4571588235294118,0.9557321137035448
ref_standard,reference,42,35,0.45797714285714286,0.9550154668993488
ref_standard,reference,42,36,0.45836666666666664,0.9542951174736101
ref_standard,reference,42,37,0.45925945945945945,0.9536152167792793
ref_standard,reference,42,38,0.45987894736842105,0.9529231826379884
ref_standard,reference,42,39,0.4604102564102564,0.9523493811338082
ref_standard,reference,42,40,0.461265,0.9516981147587458
ref_standard,reference,42,41,0.4620487804878049,0.9511347302240891
ref_standard,reference,42,42,0.46266666666666667,0.9504748634455769
ref_standard,reference,42,43,0.4634325581395349,0.9499360616985593
ref_standard,reference,42,44,0.4641181818181818,0.9492296253828553
ref_standard,reference,42,45,0.46464444444444447,0.9484966272548128
ref_standard,reference,42,46,0.46516521739130434,0.9478078875593767
ref_standard,reference,42,47,0.4659957446808511,0.947155311642683
ref_standard,reference,42,48,0.4665416666666667,0.9465005194990037
ref_standard,reference,42,49,0.467265306122449,0.9458768372694258
ref_standard,reference,42,50,0.467904,0.9452859907676526
ref_standard,reference,42,51,0.46845882352941176,0.9445737792893415
ref_standard,reference,42,52,0.46902307692307693,0.9439128762446407
ref_standard,reference,42,53,0.4693698113207547,0.9432861613681399
ref_standard,reference,42,54,0.47,0.9426248199544414
ref_standard,reference,42,55,0.47080363636363637,0.9420365755601957
ref_standard,reference,42,56,0.4716892857142857,0.9414634915190566
ref_standard,reference,42,57,0.4720701754385965,0.940905758447824
ref_standard,reference,42,58,0.4724379310344828,0.9403195658822949
ref_standard,reference,42,59,0.473135593220339,0.9397082273162192
ref_standard,reference,42,60,0.4734566666666667,0.9390993565141013
ref_standard,reference,42,61,0.4738622950819672,0.9384247055419006
ref_standard,reference,42,62,0.474441935483871,0.9378391647197882
ref_standard,reference,42,63,0.4746888888888889,0.937168820406342
ref_standard,reference,42,64,0.475096875,0.9365847432696172
ref_standard,reference,42,65,0.4758369230769231,0.9359236954178374
ref_standard,reference,42,66,0.4761090909090909,0.9353752017677203
ref_standard,reference,42,67,0.4764119402985075,0.9347544220944262
ref_standard,reference,42,68,0.4768705882352941,0.9342080529191832
ref_standard,reference,42,69,0.47745217391304345,0.9336280676995756
ref_standard,reference,42,70,0.47784857142857146,0.932996520494534
ref_standard,reference,42,71,0.47833521126760564,0.9324240687818581
ref_standard,reference,42,72,0.47873055555555555,0.9318450326948079
ref_standard,reference,42,73,0.47913698630136986,0.9312137128501683
ref_standard,reference,42,74,0.4795891891891892,0.9306787821229573
ref_standard,reference,42,75,0.479968,0.9300611738444368
ref_standard,reference,42,76,0.4805394736842105,0.9293812711470237
ref_standard,reference,42,77,0.48095324675324674,0.9287984881507767
ref_standard,reference,42,78,0.4814051282051282,0.9282401420300813
ref_standard,reference,42,79,0.481706329113924,0.9276178996099865
ref_standard,reference,42,80,0.4819675,0.9269756048503791
ref_standard,reference,42,81,0.48242962962962965,0.926402461414391
ref_standard,reference,42,82,0.48278292682926827,0.9258479718605633
ref_standard,reference,42,83,0.48302650602409636,0.9252704368779465
ref_standard,reference,42,84,0.4833190476190476,0.924666978768771
ref_standard,reference,42,85,0.48352470588235297,0.924122443880059
ref_standard,reference,42,86,0.48378604651162793,0.9235722053662693
ref_standard,reference,42,87,0.4840183908045977,0.9230330685127983
ref_standard,reference,42,88,0.4843977272727273,0.922482152386991
ref_standard,reference,42,89,0.48459550561797754,0.921988441262797
ref_standard,reference,42,90,0.48489333333333334,0.9214677669815041
ref_standard,reference,42,91,0.4851846153846154,0.9208804297344291
ref_standard,reference,42,92,0.4854,0.9203331978515372
ref_standard,reference,42,93,0.4857161290322581,0.9197942414216608
ref_standard,reference,42,94,0.4860595744680851,0.919229999615431
ref_standard,reference,42,95,0.4865178947368421,0.9187340198588877
ref_standard,reference,42,96,0.48689583333333336,0.9181855203895017
ref_standard,reference,42,97,0.48730103092783505,0.9176281326985457
ref_standard,reference,42,98,0.4875795918367347,0.9170912864356962
ref_standard,reference,42,99,0.4878808080808081,0.9165750985831659
ref_standard,reference,42,100,0.48815,0.9160638743639234
ref_standard,reference,42,101,0.4883742574257426,0.9155877739459339
ref_standard,reference,42,102,0.4885607843137255,0.9150665787247038
ref_standard,reference,42,103,0.4889184466019417,0.9145785236120827
ref_standard,reference,42,104,0.48919423076923074,0.9140957424264968
ref_standard,reference,42,105,0.48961333333333334,0.9135785965617774
ref_standard,reference,42,106,0.4898679245283019,0.9130720984324887
ref_standard,reference,42,107,0.49006542056074764,0.9125781060199557
ref_standard,reference,42,108,0.490287037037037,0.912100565617012
ref_standard,reference,42,109,0.49053761467889906,0.911574065207921
ref_standard,reference,42,110,0.49073272727272726,0.9110895353250266
ref_standard,reference,42,111,0.49105945945945945,0.9105489824452055
ref_standard,reference,42,112,0.49133035714285717,0.9100231567905284
ref_standard,reference,42,113,0.49153097345132746,0.9095643891303669
ref_standard,reference,42,114,0.4918105263157895,0.909001539261506
ref_standard,reference,42,115,0.49199130434782606,0.9085107877967631
ref_standard,reference,42,116,0.4920896551724138,0.9079859398295897
ref_standard,reference,42,117,0.4922068376068376,0.9074966576676917
ref_standard,reference,42,118,0.49253559322033896,0.9069708496594656
ref_standard,reference,42,119,0.49279327731092437,0.9064470214884961
ref_standard,reference,42,120,0.49297833333333335,0.9059080550136943
ref_standard,reference,42,121,0.4932380165289256,0.9053721393560092
ref_standard,reference,42,122,0.4934016393442623,0.9047951348367689
ref_standard,reference,42,123,0.4935788617886179,0.9042638372635947
ref_standard,reference,42,124,0.4936838709677419,0.9037515454481179
ref_standard,reference,42,125,0.4938688,0.9032292347083926
ref_standard,reference,42,126,0.4940031746031746,0.9026943585515014
ref_standard,reference,42,127,0.49424094488188974,0.9021222869124271
ref_standard,reference,42,128,0.494409375,0.901591802092609
ref_standard,reference,42,129,0.49455038759689923,0.9010246352868807
ref_standard,reference,42,130,0.4948,0.900473431435742
ref_standard,reference,42,131,0.4948763358778626,0.8999779080755896
ref_standard,reference,42,132,0.4950136363636364,0.8994496463835211
ref_standard,reference,42,133,0.49494586466165413,0.8989190887934121
ref_standard,reference,42,134,0.4951089552238806,0.898360468516805
ref_standard,reference,42,135,0.49522666666666665,0.8978313316295679
ref_standard,reference,42,136,0.4954235294117647,0.8972850493264736
ref_standard,reference,42,137,0.4957211678832117,0.8967807719705243
ref_standard,reference,42,138,0.4958623188405797,0.8962577910984824
ref_standard,reference,42,139,0.4959784172661871,0.8957567016970444
ref_standard,reference,42,140,0.4961642857142857,0.895222526651815
ref_standard,reference,42,141,0.4963078014184397,0.8947206009544451
ref_standard,reference,42,142,0.4964676056338028,0.8942064084970376
ref_standard,reference,42,143,0.49653706293706296,0.8936689892991508
ref_standard,reference,42,144,0.4967888888888889,0.893108289423787
ref_standard,reference,42,145,0.4969393103448276,0.8926303816819124
ref_standard,reference,42,146,0.4970095890410959,0.8921206494347867
ref_standard,reference,42,147,0.4971673469387755,0.8916222094931292
ref_standard,reference,42,148,0.49725675675675673,0.8910774904517479
ref_standard,reference,42,149,0.4975167785234899,0.8905559687058778
ref_standard,reference,42,150,0.4976586666666667,0.8899933753829519
ref_standard,reference,42,151,0.49772847682119203,0.889506331552522
ref_standard,reference,42,152,0.4979539473684211,0.8889959914670313
ref_standard,reference,42,153,0.4982392156862745,0.8885519556719599
ref_standard,reference,42,154,0.4983012987012987,0.8880514906801704
ref_standard,reference,42,155,0.49844516129032257,0.8875395323532727
ref_standard,reference,42,156,0.4985794871794872,0.8870124117831585
ref_standard,reference,42,157,0.49872611464968153,0.886518701933565
ref_standard,reference,42,158,0.4988367088607595,0.8860491238520725
ref_standard,reference,42,159,0.4989295597484277,0.8855870992872421
ref_standard,reference,42,160,0.49907125,0.8851115910189044
ref_standard,reference,42,161,0.4992335403726708,0.8846220105786742
ref_standard,reference,42,162,0.49941604938271605,0.8841227536261094
ref_standard,reference,42,163,0.4994846625766871,0.8836004735765794
ref_standard,reference,42,164,0.49969024390243905,0.8831489464259088
ref_standard,reference,42,165,0.49981333333333333,0.8826411777660325
ref_standard,reference,42,166,0.49994698795180725,0.8821575858058667
ref_standard,reference,42,167,0.5000694610778443,0.88169255813582
ref_standard,reference,42,168,0.5001428571428571,0.8811925805566387
ref_standard,reference,42,169,0.5001727810650888,0.8807258942898475
ref_standard,reference,42,170,0.5003411764705883,0.8801778616055641
ref_standard,reference,42,171,0.500378947368421,0.8796946016761432
ref_standard,reference,42,172,0.5003953488372093,0.879182116110826
ref_standard,reference,42,173,0.5005005780346821,0.8786654782498629
ref_standard,reference,42,174,0.5006114942528735,0.8781355798578101
ref_standard,reference,42,175,0.5007348571428571,0.8776887318405623
ref_standard,reference,42,176,0.5007943181818182,0.8772164283577873
ref_standard,reference,42,177,0.5008180790960451,0.8767160221359818
ref_standard,reference,42,178,0.5008719101123595,0.8762074570556246
ref_standard,reference,42,179,0.5008804469273743,0.8757477250984796
ref_standard,reference,42,180,0.5010344444444444,0.8752843303277632
ref_standard,reference,42,181,0.5010220994475139,0.8747850893537046
ref_standard,reference,42,182,0.5010736263736264,0.8743321107647166
ref_standard,reference,42,183,0.5011857923497268,0.8738259781754985
ref_standard,reference,42,184,0.5012902173913043,0.8733410972134641
ref_standard,reference,42,185,0.5013816216216216,0.8728772590371414
ref_standard,reference,42,186,0.5014032258064516,0.8724083873997968
ref_standard,reference,42,187,0.5014577540106951,0.8719340502793113
ref_standard,reference,42,188,0.5014542553191489,0.8714891222507128
ref_standard,reference,42,189,0.5014857142857143,0.8709867406680122
ref_standard,reference,42,190,0.5015926315789474,0.8705515887711542
ref_standard,reference,42,191,0.5015989528795811,0.8700910887981016
ref_standard,reference,42,192,0.50155,0.8696453230325568
ref_standard,reference,42,193,0.5015336787564767,0.869188263898183
ref_standard,reference,42,194,0.5015865979381443,0.8687089727071514
ref_standard,reference,42,195,0.5015805128205129,0.8682375279032833
ref_standard,reference,42,196,0.5016367346938776,0.8677611623840074
ref_standard,reference,42,197,0.5017035532994923,0.8672786903403118
ref_standard,reference,42,198,0.5017464646464647,0.8668190078397294
ref_standard,reference,42,199,0.5017798994974875,0.8663164198134943
ref_standard,reference,42,200,0.50185,0.8657875581897883
ref_sharp,reference,42,1,0.6822,0.9964275072270402
ref_sharp,reference,42,2,0.6176,0.9919123421769842
ref_sharp,reference,42,3,0.5630666666666667,0.987979484325728
ref_sharp,reference,42,4,0.5263,0.9837837536885474
ref_sharp,reference,42,5,0.49764,0.9807413547237077
ref_sharp,reference,42,6,0.4814,0.9775051923684259
ref_sharp,reference,42,7,0.46634285714285717,0.9744581720275932
ref_sharp,reference,42,8,0.457325,0.9720017573221758
ref_sharp,reference,42,9,0.44826666666666665,0.9703154225893676
ref_sharp,reference,42,10,0.44104,0.9687073770034065
ref_sharp,reference,42,11,0.4364909090909091,0.9665618504860878
ref_sharp,reference,42,12,0.43151666666666666,0.9645624778728082
ref_sharp,reference,42,13,0.42816923076923075,0.9625620547237997
ref_sharp,reference,42,14,0.4252714285714286,0.9603503521267497
ref_sharp,reference,42,15,0.42161333333333334,0.9587084462359572
ref_sharp,reference,42,16,0.4200125,0.9568490519800594
ref_sharp,reference,42,17,0.4182705882352941,0.955183096641481
ref_sharp,reference,42,18,0.4163,0.9535368594835374
ref_sharp,reference,42,19,0.4145684210526316,0.9519575900370245
ref_sharp,reference,42,20,0.41308,0.9504721445810181
ref_sharp,reference,42,21,0.4124952380952381,0.9488580680699953
ref_sharp,reference,42,22,0.41147272727272727,0.9475320421474138
ref_sharp,reference,42,23,0.4110695652173913,0.9463520590463621
ref_sharp,reference,42,24,0.4110666666666667,0.9452219644564422
ref_sharp,reference,42,25,0.410808,0.943949345037137
ref_sharp,reference,42,26,0.41126153846153846,0.9427765233696664
ref_sharp,reference,42,27,0.41143703703703705,0.9416973994384156
ref_sharp,reference,42,28,0.41095714285714285,0.9405635631767499
ref_sharp,reference,42,29,0.4105310344827586,0.9395641555068204
ref_sharp,reference,42,30,0.41097333333333336,0.9386433763938249
ref_sharp,reference,42,31,0.4107225806451613,0.9375871411977613
ref_sharp,reference,42,32,0.41090625,0.9367213069625614
ref_sharp,reference,42,33,0.4112363636363636,0.9358808423215202
ref_sharp,reference,42,34,0.4116529411764706,0.9350469630619757
ref_sharp,reference,42,35,0.41185714285714287,0.9342138995265564
ref_sharp,reference,42,36,0.41176111111111113,0.9333049127042506
ref_sharp,reference,42,37,0.41243243243243244,0.9325667352134743
ref_sharp,reference,42,38,0.41286842105263155,0.9317689487099227
ref_sharp,reference,42,39,0.4131948717948718,0.9310984925762212
ref_sharp,reference,42,40,0.413995,0.9304681805295685
ref_sharp,reference,42,41,0.4146682926829268,0.9296575597580347
ref_sharp,reference,42,42,0.41500952380952383,0.9288861267192614
ref_sharp,reference,42,43,0.41537674418604653,0.9281079302193521
ref_sharp,reference,42,44,0.4158136363636364,0.9272732205298253
ref_sharp,reference,42,45,0.4160844444444444,0.9266035773836593
ref_sharp,reference,42,46,0.4160695652173913,0.9258830985462737
ref_sharp,reference,42,47,0.4166468085106383,0.9251702103445855
ref_sharp,reference,42,48,0.4169791666666667,0.9244254008919253
ref_sharp,reference,42,49,0.4176367346938776,0.9237862862164689
ref_sharp,reference,42,50,0.418268,0.923062426625634
ref_sharp,reference,42,51,0.4186941176470588,0.9224318890744803
ref_sharp,reference,42,52,0.41928846153846155,0.9217526055723043
ref_sharp,reference,42,53,0.41973962264150944,0.9211885090893426
